Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period,Period_Cumulative_PnL
TRUMPUSDT,Long,45.129 USDT,"6,109.22","275,705.08 USDT","7,026 USDT",2.55 %,01/20/2025 17:08 UTC,01/20/2025 17:10 UTC,1.96 % 46.01 USDT,-2.50 % 44.00 USDT,2025-01-20 17:08:00,2025-01-20 17:10:00,2025-01-21 02:08:00,2025-01-21 02:10:00,2025-01-21 02:08 KST,2025-01-21 02:10 KST,7026.0,1,7026.0,275705.08,275705.08,550336.7999999998,2,97461.12999999989
TRUMPUSDT,Long,44.806 USDT,"6,666","298,676.74 USDT","5,618 USDT",1.88 %,01/20/2025 17:10 UTC,01/20/2025 17:13 UTC,4.15 % 46.67 USDT,-0.67 % 44.51 USDT,2025-01-20 17:10:00,2025-01-20 17:13:00,2025-01-21 02:10:00,2025-01-21 02:13:00,2025-01-21 02:10 KST,2025-01-21 02:13 KST,5618.0,1,5618.0,298676.74,298676.74,555954.7999999998,2,103079.12999999989
TRUMPUSDT,Long,44.889 USDT,"6,666","299,230.07 USDT","-29,507.80 USDT",-9.86 %,01/20/2025 17:14 UTC,01/20/2025 17:37 UTC,2.72 % 46.11 USDT,-14.39 % 38.43 USDT,2025-01-20 17:14:00,2025-01-20 17:37:00,2025-01-21 02:14:00,2025-01-21 02:37:00,2025-01-21 02:14 KST,2025-01-21 02:37 KST,29507.8,-1,-29507.8,299230.07,299230.07,526446.9999999998,2,73571.32999999989
SOLUSDT,Long,249.404 USDT,999,"249,154.14 USDT","-5,615.92 USDT",-2.25 %,01/20/2025 17:26 UTC,01/20/2025 17:37 UTC,0.21 % 249.93 USDT,-3.17 % 241.50 USDT,2025-01-20 17:26:00,2025-01-20 17:37:00,2025-01-21 02:26:00,2025-01-21 02:37:00,2025-01-21 02:26 KST,2025-01-21 02:37 KST,5615.92,-1,-5615.92,249154.14,249154.14,520831.0799999998,2,67955.40999999989
BTCUSDT,Long,"102,952.989 USDT",22.51,"2,317,471.77 USDT","26,911 USDT",1.16 %,01/20/2025 17:39 UTC,01/20/2025 19:32 UTC,"1.65 % 104,650 USDT","-2.73 % 100,138 USDT",2025-01-20 17:39:00,2025-01-20 19:32:00,2025-01-21 02:39:00,2025-01-21 04:32:00,2025-01-21 02:39 KST,2025-01-21 04:32 KST,26911.0,1,26911.0,2317471.77,2317471.77,547742.0799999998,2,94866.40999999989
TRUMPUSDT,Long,40.527 USDT,"3,333","135,076.49 USDT","4,097 USDT",3.03 %,01/20/2025 17:45 UTC,01/20/2025 17:57 UTC,7.35 % 43.51 USDT,-2.53 % 39.50 USDT,2025-01-20 17:45:00,2025-01-20 17:57:00,2025-01-21 02:45:00,2025-01-21 02:57:00,2025-01-21 02:45 KST,2025-01-21 02:57 KST,4097.0,1,4097.0,135076.49,135076.49,551839.0799999998,2,98963.40999999989
BTCUSDT,Long,"103,343.376 USDT",13,"1,343,463.89 USDT","7,175 USDT",0.53 %,01/20/2025 19:38 UTC,01/20/2025 19:46 UTC,"0.60 % 103,959 USDT","-0.18 % 103,159 USDT",2025-01-20 19:38:00,2025-01-20 19:46:00,2025-01-21 04:38:00,2025-01-21 04:46:00,2025-01-21 04:38 KST,2025-01-21 04:46 KST,7175.0,1,7175.0,1343463.89,1343463.89,559014.0799999998,2,106138.40999999989
BTCUSDT,Long,"103,770.682 USDT",30,"3,113,120.45 USDT",-871.62 USDT,-0.03 %,01/20/2025 19:47 UTC,01/20/2025 20:08 UTC,"0.06 % 103,837 USDT","-0.42 % 103,330 USDT",2025-01-20 19:47:00,2025-01-20 20:08:00,2025-01-21 04:47:00,2025-01-21 05:08:00,2025-01-21 04:47 KST,2025-01-21 05:08 KST,871.62,-1,-871.62,3113120.45,3113120.45,558142.4599999998,2,105266.78999999989
BTCUSDT,Short,"103,790.533 USDT",21,"-2,179,601.19 USDT","-7,486.06 USDT",-0.34 %,01/20/2025 20:11 UTC,01/20/2025 20:26 UTC,"0.09 % 103,698 USDT","-0.18 % 103,978 USDT",2025-01-20 20:11:00,2025-01-20 20:26:00,2025-01-21 05:11:00,2025-01-21 05:26:00,2025-01-21 05:11 KST,2025-01-21 05:26 KST,7486.06,-1,-7486.06,-2179601.19,2179601.19,550656.3999999998,2,97780.7299999999
TRUMPUSDT,Short,39.105 USDT,"4,444","-173,781.35 USDT","3,356 USDT",1.93 %,01/20/2025 21:18 UTC,01/20/2025 22:17 UTC,9.94 % 35.57 USDT,-0.44 % 39.28 USDT,2025-01-20 21:18:00,2025-01-20 22:17:00,2025-01-21 06:18:00,2025-01-21 07:17:00,2025-01-21 06:18 KST,2025-01-21 07:17 KST,3356.0,1,3356.0,-173781.35,173781.35,554012.3999999998,2,101136.7299999999
TRUMPUSDT,Short,39.4 USDT,"3,468.69","136,665.45 USDT","10,676 USDT",7.81 %,01/20/2025 22:30 UTC,01/21/2025 00:14 UTC,9.82 % 35.88 USDT,-2.85 % 40.56 USDT,2025-01-20 22:30:00,2025-01-21 00:14:00,2025-01-21 07:30:00,2025-01-21 09:14:00,2025-01-21 07:30 KST,2025-01-21 09:14 KST,10676.0,1,10676.0,136665.45,136665.45,564688.3999999998,2,111812.7299999999
TRUMPUSDT,Long,36.778 USDT,"3,333","122,580.14 USDT","-3,551.22 USDT",-2.90 %,01/21/2025 00:15 UTC,01/21/2025 00:26 UTC,,-5.03 % 34.93 USDT,2025-01-21 00:15:00,2025-01-21 00:26:00,2025-01-21 09:15:00,2025-01-21 09:26:00,2025-01-21 09:15 KST,2025-01-21 09:26 KST,3551.22,-1,-3551.22,122580.14,122580.14,561137.1799999998,2,108261.5099999999
BTCUSDT,Long,"102,091.811 USDT",13,"1,327,193.54 USDT","-3,096.77 USDT",-0.23 %,01/21/2025 00:25 UTC,01/21/2025 00:32 UTC,"0.03 % 102,118 USDT","-0.45 % 101,633 USDT",2025-01-21 00:25:00,2025-01-21 00:32:00,2025-01-21 09:25:00,2025-01-21 09:32:00,2025-01-21 09:25 KST,2025-01-21 09:32 KST,3096.77,-1,-3096.77,1327193.54,1327193.54,558040.4099999998,2,105164.73999999989
TRUMPUSDT,Long,35.116 USDT,"3,333","117,043.11 USDT","1,161 USDT",0.99 %,01/21/2025 00:26 UTC,01/21/2025 00:32 UTC,1.73 % 35.72 USDT,-1.80 % 34.48 USDT,2025-01-21 00:26:00,2025-01-21 00:32:00,2025-01-21 09:26:00,2025-01-21 09:32:00,2025-01-21 09:26 KST,2025-01-21 09:32 KST,1161.0,1,1161.0,117043.11,117043.11,559201.4099999998,2,106325.73999999989
TRUMPUSDT,Long,34.858 USDT,"3,333","116,181.34 USDT","-9,149.04 USDT",-7.87 %,01/21/2025 00:42 UTC,01/21/2025 00:52 UTC,0.41 % 35.00 USDT,-9.63 % 31.50 USDT,2025-01-21 00:42:00,2025-01-21 00:52:00,2025-01-21 09:42:00,2025-01-21 09:52:00,2025-01-21 09:42 KST,2025-01-21 09:52 KST,9149.04,-1,-9149.04,116181.34,116181.34,550052.3699999998,2,97176.6999999999
BTCUSDT,Short,"101,888.541 USDT",22,"2,241,547.89 USDT","22,421 USDT",1.00 %,01/21/2025 01:19 UTC,01/21/2025 01:34 UTC,"1.39 % 100,491 USDT",,2025-01-21 01:19:00,2025-01-21 01:34:00,2025-01-21 10:19:00,2025-01-21 10:34:00,2025-01-21 10:19 KST,2025-01-21 10:34 KST,22421.0,1,22421.0,2241547.89,2241547.89,572473.3699999998,2,119597.6999999999
BTCUSDT,Short,"101,349.112 USDT",22,"2,229,680.47 USDT","-33,549.75 USDT",-1.50 %,01/21/2025 01:42 UTC,01/21/2025 03:10 UTC,"0.11 % 101,233 USDT","-1.28 % 102,659 USDT",2025-01-21 01:42:00,2025-01-21 03:10:00,2025-01-21 10:42:00,2025-01-21 12:10:00,2025-01-21 10:42 KST,2025-01-21 12:10 KST,33549.75,-1,-33549.75,2229680.47,2229680.47,538923.6199999998,2,86047.9499999999
BTCUSDT,Short,"102,112.817 USDT",6,"612,676.90 USDT","-2,775.31 USDT",-0.45 %,01/21/2025 08:44 UTC,01/21/2025 09:05 UTC,,"-0.39 % 102,513 USDT",2025-01-21 08:44:00,2025-01-21 09:05:00,2025-01-21 17:44:00,2025-01-21 18:05:00,2025-01-21 17:44 KST,2025-01-21 18:05 KST,2775.31,-1,-2775.31,612676.9,612676.9,536148.3099999997,2,83272.6399999999
BTCUSDT,Long,"102,736.457 USDT",6,"616,418.74 USDT","5,437 USDT",0.88 %,01/21/2025 09:09 UTC,01/21/2025 12:04 UTC,"1.19 % 103,956 USDT","-0.67 % 102,047 USDT",2025-01-21 09:09:00,2025-01-21 12:04:00,2025-01-21 18:09:00,2025-01-21 21:04:00,2025-01-21 18:09 KST,2025-01-21 21:04 KST,5437.0,1,5437.0,616418.74,616418.74,541585.3099999997,2,88709.6399999999
BNXUSDT,Long,0.274 USDT,"99,999","27,369.43 USDT",543.70 USDT,1.99 %,01/21/2025 09:51 UTC,01/22/2025 23:10 UTC,8.37 % 0.30 USDT,-0.22 % 0.27 USDT,2025-01-21 09:51:00,2025-01-22 23:10:00,2025-01-21 18:51:00,2025-01-23 08:10:00,2025-01-21 18:51 KST,2025-01-23 08:10 KST,543.7,1,543.7,27369.43,27369.43,542129.0099999997,2,89253.3399999999
BTCUSDT,Short,"103,632.9 USDT",5,"518,164.50 USDT","-4,978.00 USDT",-0.96 %,01/21/2025 12:05 UTC,01/21/2025 12:20 UTC,,"-0.81 % 104,479 USDT",2025-01-21 12:05:00,2025-01-21 12:20:00,2025-01-21 21:05:00,2025-01-21 21:20:00,2025-01-21 21:05 KST,2025-01-21 21:20 KST,4978.0,-1,-4978.0,518164.5,518164.5,537151.0099999997,2,84275.3399999999
BTCUSDT,Short,"104,410.8 USDT",6,"626,464.80 USDT",-260.24 USDT,-0.04 %,01/21/2025 12:22 UTC,01/21/2025 12:55 UTC,"0.04 % 104,364 USDT","-0.14 % 104,554 USDT",2025-01-21 12:22:00,2025-01-21 12:55:00,2025-01-21 21:22:00,2025-01-21 21:55:00,2025-01-21 21:22 KST,2025-01-21 21:55 KST,260.24,-1,-260.24,626464.8,626464.8,536890.7699999997,2,84015.09999999989
BTCUSDT,Short,"104,285.7 USDT",6,"625,714.20 USDT","1,381 USDT",0.22 %,01/21/2025 13:08 UTC,01/21/2025 14:48 UTC,"0.84 % 103,414 USDT","-0.74 % 105,061 USDT",2025-01-21 13:08:00,2025-01-21 14:48:00,2025-01-21 22:08:00,2025-01-21 23:48:00,2025-01-21 22:08 KST,2025-01-21 23:48 KST,1381.0,1,1381.0,625714.2,625714.2,538271.7699999997,2,85396.09999999989
BTCUSDT,Short,"103,579.856 USDT",15,"-1,553,697.84 USDT","16,274 USDT",1.05 %,01/21/2025 14:58 UTC,01/23/2025 13:57 UTC,"2.19 % 101,363 USDT","-3.27 % 107,085 USDT",2025-01-21 14:58:00,2025-01-23 13:57:00,2025-01-21 23:58:00,2025-01-23 22:57:00,2025-01-21 23:58 KST,2025-01-23 22:57 KST,16274.0,1,16274.0,-1553697.84,1553697.84,554545.7699999997,2,101670.09999999989
BTCUSDT,Long,"102,566.751 USDT",6,"615,400.50 USDT","9,384 USDT",1.52 %,01/23/2025 13:59 UTC,01/23/2025 15:11 UTC,"3.35 % 106,000 USDT","-0.62 % 101,932 USDT",2025-01-23 13:59:00,2025-01-23 15:11:00,2025-01-23 22:59:00,2025-01-24 00:11:00,2025-01-23 22:59 KST,2025-01-24 00:11 KST,9384.0,1,9384.0,615400.5,615400.5,563929.7699999997,2,111054.09999999989
ETHUSDT,Long,"3,234.813 USDT",66,"213,497.65 USDT","1,255 USDT",0.59 %,01/23/2025 14:26 UTC,01/23/2025 15:08 UTC,"1.58 % 3,286 USDT","-0.14 % 3,230 USDT",2025-01-23 14:26:00,2025-01-23 15:08:00,2025-01-23 23:26:00,2025-01-24 00:08:00,2025-01-23 23:26 KST,2025-01-24 00:08 KST,1255.0,1,1255.0,213497.65,213497.65,565184.7699999997,2,112309.09999999989
BTCUSDT,Short,"104,804.139 USDT",10,"-1,048,041.39 USDT","12,868 USDT",1.23 %,01/23/2025 15:32 UTC,01/23/2025 22:20 UTC,"2.30 % 102,446 USDT","-1.50 % 106,396 USDT",2025-01-23 15:32:00,2025-01-23 22:20:00,2025-01-24 00:32:00,2025-01-24 07:20:00,2025-01-24 00:32 KST,2025-01-24 07:20 KST,12868.0,1,12868.0,-1048041.39,1048041.39,578052.7699999997,2,125177.09999999989
BTCUSDT,Long,"103,804.857 USDT",6,"622,829.14 USDT",796.81 USDT,0.13 %,01/23/2025 22:21 UTC,01/23/2025 23:48 UTC,"0.84 % 104,674 USDT","-0.13 % 103,674 USDT",2025-01-23 22:21:00,2025-01-23 23:48:00,2025-01-24 07:21:00,2025-01-24 08:48:00,2025-01-24 07:21 KST,2025-01-24 08:48 KST,796.81,1,796.81,622829.14,622829.14,578849.5799999997,2,125973.90999999989
BNXUSDT,Long,0.28 USDT,"222,222","62,266.60 USDT",51.50 USDT,0.08 %,01/23/2025 22:34 UTC,01/24/2025 00:19 UTC,1.50 % 0.28 USDT,-0.54 % 0.28 USDT,2025-01-23 22:34:00,2025-01-24 00:19:00,2025-01-24 07:34:00,2025-01-24 09:19:00,2025-01-24 07:34 KST,2025-01-24 09:19 KST,51.5,1,51.5,62266.6,62266.6,578901.0799999997,2,126025.40999999989
ETHUSDT,Long,"3,345.929 USDT",133,"445,008.59 USDT","-1,758.72 USDT",-0.40 %,01/24/2025 00:01 UTC,01/24/2025 00:05 UTC,"0.06 % 3,348 USDT","-0.40 % 3,332 USDT",2025-01-24 00:01:00,2025-01-24 00:05:00,2025-01-24 09:01:00,2025-01-24 09:05:00,2025-01-24 09:01 KST,2025-01-24 09:05 KST,1758.72,-1,-1758.72,445008.59,445008.59,577142.3599999998,2,124266.68999999989
BTCUSDT,Short,"103,782.4 USDT",6,"622,694.40 USDT","1,620 USDT",0.26 %,01/24/2025 00:04 UTC,01/24/2025 03:28 UTC,"0.96 % 102,796 USDT","-0.26 % 104,052 USDT",2025-01-24 00:04:00,2025-01-24 03:28:00,2025-01-24 09:04:00,2025-01-24 12:28:00,2025-01-24 09:04 KST,2025-01-24 12:28 KST,1620.0,1,1620.0,622694.4,622694.4,578762.3599999998,2,125886.68999999989
BTCUSDT,Short,"105,653.022 USDT",13,"-1,373,489.28 USDT","10,801 USDT",0.79 %,01/24/2025 10:07 UTC,01/25/2025 13:02 UTC,"1.48 % 104,116 USDT","-1.22 % 106,958 USDT",2025-01-24 10:07:00,2025-01-25 13:02:00,2025-01-24 19:07:00,2025-01-25 22:02:00,2025-01-24 19:07 KST,2025-01-25 22:02 KST,10801.0,1,10801.0,-1373489.28,1373489.28,589563.3599999998,2,136687.6899999999
BNXUSDT,Long,0.267 USDT,"222,222","59,244.39 USDT",97.75 USDT,0.16 %,01/25/2025 00:32 UTC,01/25/2025 10:07 UTC,3.98 % 0.28 USDT,-2.40 % 0.26 USDT,2025-01-25 00:32:00,2025-01-25 10:07:00,2025-01-25 09:32:00,2025-01-25 19:07:00,2025-01-25 09:32 KST,2025-01-25 19:07 KST,97.75,1,97.75,59244.39,59244.39,589661.1099999998,2,136785.4399999999
SOLUSDT,Long,253.406 USDT,999,"253,152.67 USDT","3,467 USDT",1.37 %,01/25/2025 15:27 UTC,01/25/2025 23:52 UTC,2.90 % 260.76 USDT,-0.37 % 252.48 USDT,2025-01-25 15:27:00,2025-01-25 23:52:00,2025-01-26 00:27:00,2025-01-26 08:52:00,2025-01-26 00:27 KST,2025-01-26 08:52 KST,3467.0,1,3467.0,253152.67,253152.67,593128.1099999998,2,140252.4399999999
TRUMPUSDT,Long,31.112 USDT,999,"31,080.74 USDT",-914.34 USDT,-2.94 %,01/26/2025 08:07 UTC,01/26/2025 09:52 UTC,0.28 % 31.20 USDT,-6.41 % 29.12 USDT,2025-01-26 08:07:00,2025-01-26 09:52:00,2025-01-26 17:07:00,2025-01-26 18:52:00,2025-01-26 17:07 KST,2025-01-26 18:52 KST,914.34,-1,-914.34,31080.74,31080.74,592213.7699999998,2,139338.0999999999
BNXUSDT,Long,0.281 USDT,"222,222","62,399.24 USDT",185.41 USDT,0.30 %,01/26/2025 08:09 UTC,01/26/2025 12:52 UTC,1.18 % 0.28 USDT,-1.35 % 0.28 USDT,2025-01-26 08:09:00,2025-01-26 12:52:00,2025-01-26 17:09:00,2025-01-26 21:52:00,2025-01-26 17:09 KST,2025-01-26 21:52 KST,185.41,1,185.41,62399.24,62399.24,592399.1799999998,2,139523.5099999999
BTCUSDT,Short,"104,982 USDT",6,"629,892.00 USDT","1,613 USDT",0.26 %,01/26/2025 08:22 UTC,01/26/2025 11:03 UTC,"0.51 % 104,452 USDT","-0.05 % 105,032 USDT",2025-01-26 08:22:00,2025-01-26 11:03:00,2025-01-26 17:22:00,2025-01-26 20:03:00,2025-01-26 17:22 KST,2025-01-26 20:03 KST,1613.0,1,1613.0,629892.0,629892.0,594012.1799999998,2,141136.5099999999
BNXUSDT,Long,0.261 USDT,"333,333","87,099.91 USDT","-3,251.30 USDT",-3.73 %,01/27/2025 00:52 UTC,01/28/2025 16:53 UTC,3.79 % 0.27 USDT,-10.91 % 0.23 USDT,2025-01-27 00:52:00,2025-01-28 16:53:00,2025-01-27 09:52:00,2025-01-29 01:53:00,2025-01-27 09:52 KST,2025-01-29 01:53 KST,3251.3,-1,-3251.3,87099.91,87099.91,590760.8799999998,2,137885.2099999999
BTCUSDT,Long,"101,301.7 USDT",10,"1,013,017.00 USDT","8,685 USDT",0.86 %,01/27/2025 02:15 UTC,01/28/2025 16:17 UTC,"2.46 % 103,797 USDT","-3.58 % 97,680 USDT",2025-01-27 02:15:00,2025-01-28 16:17:00,2025-01-27 11:15:00,2025-01-29 01:17:00,2025-01-27 11:15 KST,2025-01-29 01:17 KST,8685.0,1,8685.0,1013017.0,1013017.0,599445.8799999998,2,146570.2099999999
SOLUSDT,Long,234.99 USDT,999,"234,755.01 USDT","-1,239.42 USDT",-0.53 %,01/27/2025 02:54 UTC,01/27/2025 04:12 UTC,1.32 % 238.10 USDT,-0.63 % 233.51 USDT,2025-01-27 02:54:00,2025-01-27 04:12:00,2025-01-27 11:54:00,2025-01-27 13:12:00,2025-01-27 11:54 KST,2025-01-27 13:12 KST,1239.42,-1,-1239.42,234755.01,234755.01,598206.4599999997,2,145330.7899999999
SOLUSDT,Long,232.276 USDT,999,"232,043.78 USDT","-1,143.97 USDT",-0.49 %,01/27/2025 06:10 UTC,01/27/2025 06:15 UTC,0.06 % 232.42 USDT,-0.67 % 230.71 USDT,2025-01-27 06:10:00,2025-01-27 06:15:00,2025-01-27 15:10:00,2025-01-27 15:15:00,2025-01-27 15:10 KST,2025-01-27 15:15 KST,1143.97,-1,-1143.97,232043.78,232043.78,597062.4899999998,2,144186.8199999999
ETHUSDT,Long,"3,093.193 USDT",99,"306,226.13 USDT","-1,217.31 USDT",-0.40 %,01/27/2025 06:53 UTC,01/27/2025 07:16 UTC,"0.04 % 3,094 USDT","-0.68 % 3,072 USDT",2025-01-27 06:53:00,2025-01-27 07:16:00,2025-01-27 15:53:00,2025-01-27 16:16:00,2025-01-27 15:53 KST,2025-01-27 16:16 KST,1217.31,-1,-1217.31,306226.13,306226.13,595845.1799999997,2,142969.5099999999
BTCUSDT,Short,"97,817.7 USDT",5,"489,088.50 USDT","-1,426.33 USDT",-0.29 %,01/27/2025 07:29 UTC,01/27/2025 07:31 UTC,,"-0.39 % 98,203 USDT",2025-01-27 07:29:00,2025-01-27 07:31:00,2025-01-27 16:29:00,2025-01-27 16:31:00,2025-01-27 16:29 KST,2025-01-27 16:31 KST,1426.33,-1,-1426.33,489088.5,489088.5,594418.8499999997,2,141543.1799999999
SOLUSDT,Long,225.856 USDT,"1,333","301,066.22 USDT","-5,705.77 USDT",-1.90 %,01/27/2025 07:36 UTC,01/27/2025 10:52 UTC,1.39 % 229.00 USDT,-2.26 % 220.76 USDT,2025-01-27 07:36:00,2025-01-27 10:52:00,2025-01-27 16:36:00,2025-01-27 19:52:00,2025-01-27 16:36 KST,2025-01-27 19:52 KST,5705.77,-1,-5705.77,301066.22,301066.22,588713.0799999997,2,135837.40999999992
SOLUSDT,Long,229.759 USDT,999,"229,528.82 USDT","2,839 USDT",1.24 %,01/27/2025 12:55 UTC,01/27/2025 13:48 UTC,2.67 % 235.90 USDT,-0.10 % 229.53 USDT,2025-01-27 12:55:00,2025-01-27 13:48:00,2025-01-27 21:55:00,2025-01-27 22:48:00,2025-01-27 21:55 KST,2025-01-27 22:48 KST,2839.0,1,2839.0,229528.82,229528.82,591552.0799999997,2,138676.40999999992
SOLUSDT,Long,230.778 USDT,"1,333","307,627.37 USDT","2,496 USDT",0.81 %,01/27/2025 14:20 UTC,01/27/2025 16:34 UTC,2.91 % 237.50 USDT,-0.18 % 230.36 USDT,2025-01-27 14:20:00,2025-01-27 16:34:00,2025-01-27 23:20:00,2025-01-28 01:34:00,2025-01-27 23:20 KST,2025-01-28 01:34 KST,2496.0,1,2496.0,307627.37,307627.37,594048.0799999997,2,141172.40999999992
SOLUSDT,Long,235.124 USDT,999,"234,889.36 USDT","1,921 USDT",0.82 %,01/28/2025 00:34 UTC,01/28/2025 08:36 UTC,3.68 % 243.77 USDT,-0.95 % 232.88 USDT,2025-01-28 00:34:00,2025-01-28 08:36:00,2025-01-28 09:34:00,2025-01-28 17:36:00,2025-01-28 09:34 KST,2025-01-28 17:36 KST,1921.0,1,1921.0,234889.36,234889.36,595969.0799999997,2,143093.40999999992
BTCUSDT,Long,"102,586.666 USDT",21,"2,154,319.98 USDT","24,169 USDT",1.12 %,01/28/2025 17:05 UTC,01/29/2025 22:10 UTC,"2.11 % 104,755 USDT","-2.29 % 100,235 USDT",2025-01-28 17:05:00,2025-01-29 22:10:00,2025-01-29 02:05:00,2025-01-30 07:10:00,2025-01-29 02:05 KST,2025-01-30 07:10 KST,24169.0,1,24169.0,2154319.98,2154319.98,620138.0799999997,2,167262.40999999992
ETHUSDT,Long,"3,111.022 USDT",99,"307,991.14 USDT","-2,899.71 USDT",-0.94 %,01/28/2025 21:13 UTC,01/28/2025 21:36 UTC,"0.09 % 3,113 USDT","-1.15 % 3,075 USDT",2025-01-28 21:13:00,2025-01-28 21:36:00,2025-01-29 06:13:00,2025-01-29 06:36:00,2025-01-29 06:13 KST,2025-01-29 06:36 KST,2899.71,-1,-2899.71,307991.14,307991.14,617238.3699999998,2,164362.69999999992
SOLUSDT,Long,228 USDT,999,"227,772.16 USDT","-1,415.16 USDT",-0.62 %,01/28/2025 21:41 UTC,01/28/2025 21:52 UTC,0.14 % 228.31 USDT,-0.96 % 225.80 USDT,2025-01-28 21:41:00,2025-01-28 21:52:00,2025-01-29 06:41:00,2025-01-29 06:52:00,2025-01-29 06:41 KST,2025-01-29 06:52 KST,1415.16,-1,-1415.16,227772.16,227772.16,615823.2099999997,2,162947.53999999992
BTCUSDT,Short,"100,296.326 USDT",13,"1,303,852.24 USDT","-3,130.88 USDT",-0.24 %,01/28/2025 21:53 UTC,01/28/2025 22:08 UTC,,"-0.21 % 100,511 USDT",2025-01-28 21:53:00,2025-01-28 22:08:00,2025-01-29 06:53:00,2025-01-29 07:08:00,2025-01-29 06:53 KST,2025-01-29 07:08 KST,3130.88,-1,-3130.88,1303852.24,1303852.24,612692.3299999997,2,159816.65999999992
BTCUSDT,Short,"105,073.4 USDT",6,"630,440.40 USDT","3,063 USDT",0.49 %,01/30/2025 09:11 UTC,01/31/2025 06:30 UTC,"1.08 % 103,955 USDT","-1.09 % 106,226 USDT",2025-01-30 09:11:00,2025-01-31 06:30:00,2025-01-30 18:11:00,2025-01-31 15:30:00,2025-01-30 18:11 KST,2025-01-31 15:30 KST,3063.0,1,3063.0,630440.4,630440.4,615755.3299999997,2,162879.65999999992
SUIUSDT,Short,4.147 USDT,"55,555","-230,413.60 USDT","18,112 USDT",7.86 %,01/30/2025 11:17 UTC,02/02/2025 06:22 UTC,13.06 % 3.67 USDT,-2.07 % 4.24 USDT,2025-01-30 11:17:00,2025-02-02 06:22:00,2025-01-30 20:17:00,2025-02-02 15:22:00,2025-01-30 20:17 KST,2025-02-02 15:22 KST,18112.0,1,18112.0,-230413.6,230413.6,633867.3299999997,2,180991.65999999992
BTCUSDT,Short,"104,975.325 USDT",8,"-839,802.60 USDT","49,296 USDT",5.87 %,01/31/2025 15:14 UTC,02/03/2025 07:48 UTC,"13.71 % 92,320 USDT","-0.67 % 105,681 USDT",2025-01-31 15:14:00,2025-02-03 07:48:00,2025-02-01 00:14:00,2025-02-03 16:48:00,2025-02-01 00:14 KST,2025-02-03 16:48 KST,49296.0,1,49296.0,-839802.6,839802.6,683163.3299999997,2,230287.65999999992
SUIUSDT,Long,3.75 USDT,"33,333","124,993.15 USDT","-1,625.59 USDT",-1.30 %,02/02/2025 06:23 UTC,02/02/2025 07:41 UTC,0.24 % 3.76 USDT,-1.44 % 3.70 USDT,2025-02-02 06:23:00,2025-02-02 07:41:00,2025-02-02 15:23:00,2025-02-02 16:41:00,2025-02-02 15:23 KST,2025-02-02 16:41 KST,1625.59,-1,-1625.59,124993.15,124993.15,681537.7399999998,2,228662.06999999992
BTCUSDT,Long,"96,938.242 USDT",15,"1,454,073.64 USDT","30,349 USDT",2.09 %,02/02/2025 08:41 UTC,02/04/2025 05:04 UTC,"5.69 % 102,456 USDT","-5.99 % 91,130 USDT",2025-02-02 08:41:00,2025-02-04 05:04:00,2025-02-02 17:41:00,2025-02-04 14:04:00,2025-02-02 17:41 KST,2025-02-04 14:04 KST,30349.0,1,30349.0,1454073.64,1454073.64,711886.7399999998,2,259011.06999999992
SUIUSDT,Long,3.706 USDT,"31,910.1","118,260.89 USDT","-3,301.35 USDT",-2.79 %,02/02/2025 10:43 UTC,02/02/2025 12:46 UTC,0.55 % 3.73 USDT,-3.26 % 3.59 USDT,2025-02-02 10:43:00,2025-02-02 12:46:00,2025-02-02 19:43:00,2025-02-02 21:46:00,2025-02-02 19:43 KST,2025-02-02 21:46 KST,3301.35,-1,-3301.35,118260.89,118260.89,708585.3899999998,2,255709.7199999999
ETHUSDT,Long,"2,555.07 USDT",99,"252,951.93 USDT",811.21 USDT,0.32 %,02/03/2025 02:01 UTC,02/03/2025 13:28 UTC,"3.11 % 2,634 USDT","-18.59 % 2,080 USDT",2025-02-03 02:01:00,2025-02-03 13:28:00,2025-02-03 11:01:00,2025-02-03 22:28:00,2025-02-03 11:01 KST,2025-02-03 22:28 KST,811.21,1,811.21,252951.93,252951.93,709396.5999999997,2,256520.9299999999
SOLUSDT,Long,182.897 USDT,777,"142,110.72 USDT","-2,195.49 USDT",-1.54 %,02/03/2025 02:06 UTC,02/03/2025 02:08 UTC,,-5.23 % 173.33 USDT,2025-02-03 02:06:00,2025-02-03 02:08:00,2025-02-03 11:06:00,2025-02-03 11:08:00,2025-02-03 11:06 KST,2025-02-03 11:08 KST,2195.49,-1,-2195.49,142110.72,142110.72,707201.1099999998,2,254325.43999999992
SOLUSDT,Long,187.932 USDT,666,"125,162.51 USDT","1,368 USDT",1.09 %,02/03/2025 02:15 UTC,02/03/2025 04:59 UTC,6.30 % 199.77 USDT,-1.57 % 184.98 USDT,2025-02-03 02:15:00,2025-02-03 04:59:00,2025-02-03 11:15:00,2025-02-03 13:59:00,2025-02-03 11:15 KST,2025-02-03 13:59 KST,1368.0,1,1368.0,125162.51,125162.51,708569.1099999998,2,255693.43999999992
